SentenceNo,concept,CTNo,path,sentence,srcterm,dstterm
Sentence122,goal2,CT2,dobj->acl:for->nmod:on->nmod:of->,UACMe contains many methods for bypassing Windows User Account Control on multiple versions of the operating system.,contains ,operating system
Sentence123,object1,CT1,dobj->compound->,Many ZeroT samples can perform UAC bypass by using eventvwr to execute a malicious file.,perform ,UAC bypass
Sentence123,object1,CT2,dobj->,Many ZeroT samples can perform UAC bypass by using eventvwr to execute a malicious file.,perform ,UAC bypass
Sentence123,object2,CT1,advcl:by->dobj->,Many ZeroT samples can perform UAC bypass by using eventvwr to execute a malicious file.,perform ,eventvwr
Sentence123,goal1,CT1,advcl:by->advcl:to->,Many ZeroT samples can perform UAC bypass by using eventvwr to execute a malicious file.,perform ,execute a malicious file
Sentence123,goal1,CT2,advcl:by->advcl:to->dobj->det->,Many ZeroT samples can perform UAC bypass by using eventvwr to execute a malicious file.,perform ,execute a malicious file
Sentence123,goal1,CT3,advcl:by->advcl:to->dobj->amod->,Many ZeroT samples can perform UAC bypass by using eventvwr to execute a malicious file.,perform ,execute a malicious file
Sentence123,goal1,CT4,advcl:by->advcl:to->dobj->,Many ZeroT samples can perform UAC bypass by using eventvwr to execute a malicious file.,perform ,execute a malicious file
Sentence124,object1,CT1,conj:and->dobj->compound->,CosmicDuke copies and exfiltrates the clipboard contents every 30 seconds.,copies ,clipboard contents
Sentence124,object1,CT2,conj:and->dobj->,CosmicDuke copies and exfiltrates the clipboard contents every 30 seconds.,copies ,clipboard contents
Sentence125,object1,CT1,dobj->,The executable version of Helminth has a module to log clipboard contents.,has ,module
Sentence125,goal1,CT1,dobj->acl:to->,The executable version of Helminth has a module to log clipboard contents.,has ,log clipboard contents
Sentence125,goal1,CT2,dobj->acl:to->dobj->compound->,The executable version of Helminth has a module to log clipboard contents.,has ,log clipboard contents
Sentence125,goal1,CT3,dobj->acl:to->dobj->,The executable version of Helminth has a module to log clipboard contents.,has ,log clipboard contents
Sentence126,object1,CT1,dobj->compound->,The executable version of Helminth has a module to log clipboard contents.,log ,clipboard contents
Sentence126,object1,CT2,dobj->,The executable version of Helminth has a module to log clipboard contents.,log ,clipboard contents
Sentence127,object1,CT1,dep->,A JHUHUGIT variant accesses a screenshot saved in the clipboard and converts it to a JPG image.,accesses ,screenshot
Sentence127,object2,CT1,dep->acl->nmod:in->,A JHUHUGIT variant accesses a screenshot saved in the clipboard and converts it to a JPG image.,accesses ,clipboard
Sentence127,goal1,CT1,conj:and->,A JHUHUGIT variant accesses a screenshot saved in the clipboard and converts it to a JPG image.,accesses ,converts it to a JPG image
Sentence127,goal1,CT2,conj:and->dobj->,A JHUHUGIT variant accesses a screenshot saved in the clipboard and converts it to a JPG image.,accesses ,converts it to a JPG image
Sentence127,goal1,CT3,conj:and->nmod:to->case->,A JHUHUGIT variant accesses a screenshot saved in the clipboard and converts it to a JPG image.,accesses ,converts it to a JPG image
Sentence127,goal1,CT4,dep->det->,A JHUHUGIT variant accesses a screenshot saved in the clipboard and converts it to a JPG image.,accesses ,converts it to a JPG image
Sentence127,goal1,CT5,conj:and->nmod:to->compound->,A JHUHUGIT variant accesses a screenshot saved in the clipboard and converts it to a JPG image.,accesses ,converts it to a JPG image
Sentence127,goal1,CT6,conj:and->nmod:to->,A JHUHUGIT variant accesses a screenshot saved in the clipboard and converts it to a JPG image.,accesses ,converts it to a JPG image
Sentence128,object1,CT1,dobj->,RTM collects data from the clipboard.,collects ,data
Sentence128,object2,CT1,dobj->nmod:from->,RTM collects data from the clipboard.,collects ,clipboard
Sentence129,object1,CT1,dobj->,TinyZBot contains functionality to collect information from the clipboard.,contains ,functionality
Sentence129,goal1,CT1,dobj->acl:to->,TinyZBot contains functionality to collect information from the clipboard.,contains ,collect information
Sentence129,goal1,CT2,dobj->acl:to->dobj->,TinyZBot contains functionality to collect information from the clipboard.,contains ,collect information
Sentence129,goal2,CT1,dobj->acl:to->nmod:from->,TinyZBot contains functionality to collect information from the clipboard.,contains ,clipboard
Sentence130,object1,CT1,dobj->,TinyZBot contains functionality to collect information from the clipboard.,collect ,information
Sentence130,object2,CT1,nmod:from->,TinyZBot contains functionality to collect information from the clipboard.,collect ,clipboard
